行业,企业名称,统一社会信用代码,烟尘（千克）,二氧化硫（千克）,氮氧化物（千克）,年份,月份
"其他具体行业	","河北商耐新材料科技有限公司	","91130522MA0989PX2C	","9.225000	","415.055000	","856.873000	",2023,7
"化工	","河北深茂新材料科技有限公司	","9113050667030656X9	","126.252200	","149.562700	","445.248900	",2023,7
"化工	","河北省沙河市恒高化工有限公司	","91130582732904638D	","10.407000	","54.119000	","95.064000	",2023,7
"橡胶	","河北泰能鸿森医疗科技有限公司	","91130581054013624U	","50.100000	","67.800000	","450.880000	",2023,7
"其他具体行业	","河北特正达建筑材料有限公司	","91130528MA07K6KX63	","41.816000	","191.891000	","1496.619000	",2023,7
"碳素	","河北翔九石墨股份有限公司	","911305210922986910	","9.916000	","139.868000	","47.067000	",2023,7
"水泥	","河北新盈科创钙业股份有限公司	","91130500MA07K0XU82	","0.000000	","0.000000	","0.000000	",2023,7
"玻璃	","河北鑫利玻璃有限公司	","91130582779196018C	","255.304000	","263.501000	","4439.982000	",2023,7
"新型建材	","河北邢台新兴墙材有限公司	","91130521105914597F	","0.000000	","0.000000	","0.000000	",2023,7
"化工	","河北邢台冶金镁业有限公司	","9113052170078730XT	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","河北邢州耐火材料有限公司	","91130522788660337M	","0.000000	","0.000000	","0.000000	",2023,7
"橡胶	","河北亿泰橡塑制品有限公司	","91130533060464958D	","0.000000	","0.000000	","0.000000	",2023,7
"橡胶	","河北禹工工程橡胶有限公司	","911305313476928191	","27.877105	","0.000000	","0.000000	",2023,7
"其他具体行业	","河北岳腾热力有限公司分厂	","91130532MA7BXHYE28	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","河北云筒环保科技有限公司	","91130528MA097M8H3K	","3.081000	","4.895000	","110.570000	",2023,7
"玻璃	","河北正大玻璃有限公司	","911305827603270227	","365.174000	","429.075000	","4130.797000	",2023,7
"水泥	","河北中达集团有限责任公司	","911305007006319970	","0.991400	","0.000000	","0.000000	",2023,7
"焦化	","河北中煤旭阳能源有限公司	","9113052175548818XG	","2361.346000	","3966.247000	","4839.760000	",2023,7
"其他具体行业	","河北中仁化肥集团有限公司	","911305285881780959	","117.402000	","0.000000	","0.000000	",2023,7
"固体废物处理厂	","河北中润生态环保有限公司	","91130100760317983E	","0.000000	","0.000000	","0.000000	",2023,7
"化工	","河北卓泰肥业有限公司	","91130523081305171D	","0.000000	","0.000000	","0.000000	",2023,7
"火电	","冀中能源股份有限公司东庞矿矸石热电厂	","91130500766638198R	","26.133300	","103.903800	","784.951600	",2023,7
"火电	","冀中能源股份有限公司章村矿矸石热电厂	","91130582766631359A	","0.000000	","0.000000	","0.000000	",2023,7
"火电	","建投邢台热电有限责任公司	","911305273198198866	","2078.182000	","13668.783400	","19514.161900	",2023,7
"其他服务类	","巨鹿县奥联热力有限公司	","911305293200680982	","0.000000	","0.000000	","0.000000	",2023,7
"其他服务类	","巨鹿县德诚通热力有限公司	","91130529MA07NB6L93	","0.000000	","0.000000	","0.000000	",2023,7
"新型建材	","巨鹿县滏阳新区墙体材料厂	","92130529MA0BQJLC2X	","195.465000	","791.769000	","583.355000	",2023,7
"新型建材	","巨鹿县华筑建材厂	","91130529336011141T	","52.785000	","232.957000	","1504.497000	",2023,7
"生活垃圾焚烧	","巨鹿县聚力环保有限公司	","91130529070826254C	","464.355000	","8830.613300	","15309.746300	",2023,7
"新型建材	","巨鹿县强瑞墙体材料厂	","92130529MA09LDPK8G	","93.230000	","274.899000	","1064.494000	",2023,7
"新型建材	","巨鹿县鑫垚墙体材料厂（普通合伙）	","91130529MA07MK2W21	","0.000000	","0.000000	","0.000000	",2023,7
"橡胶	","巨鹿县卓利程橡胶制品有限公司	","91130529087276981J	","6.349909	","0.000000	","0.000000	",2023,7
"其他具体行业	","卡博特旭阳化工（邢台）有限公司	","91130500576771211U	","186.283520	","1030.764800	","1940.778300	",2023,7
"水泥	","奎山水泥有限公司	","911305256958719443	","299.489798	","940.683000	","2702.778000	",2023,7
"其他具体行业	","临城东能热力有限公司	","91130522308458560D	","1.673000	","15.716000	","101.359000	",2023,7
"其他具体行业	","临城科信耐材有限公司	","9113052268139215XP	","3.135000	","111.227000	","321.554000	",2023,7
"其他具体行业	","临城县圣火耐火材料有限公司	","91130522694698094G	","1.859000	","26.460000	","69.956000	",2023,7
"建筑及工业物料堆场	","临城县信友耐火材料有限公司	","91130522MA07TDXG8N	","5.091600	","191.995000	","781.604000	",2023,7
"水泥	","临城中联福石水泥有限公司	","911305226010809233	","0.000000	","0.000000	","0.000000	",2023,7
"水泥	","临城中联水泥有限公司	","91130522766646665Y	","0.000000	","0.000000	","0.000000	",2023,7
"电力	","临西县福皓热力有限公司	","91130535308327173T	","11.745000	","35.960000	","2510.351000	",2023,7
"其他具体行业	","临西县茂盛建材厂	","91130535MA07R7MP4U	","1.990000	","98.650000	","50.740000	",2023,7
"新型建材	","临西县盛通建材厂	","92130535MA09KM1M0L	","31.500000	","200.470000	","65.670000	",2023,7
"新型建材	","临西县兴安建材厂	","91130535347646986L	","20.010000	","231.150000	","83.230000	",2023,7
"化工	","龙星化工股份有限公司	","91130500769806003D	","945.652846	","1579.264400	","10776.420400	",2023,7
"火电	","隆尧天唯热电有限公司	","91130525758926624M	","136.256700	","1607.138600	","1966.981900	",2023,7
"新型建材	","隆尧县盛昌制砖厂	","91130525077487793N	","0.005000	","0.021300	","0.001400	",2023,7
"新型建材	","隆尧县兴瑞建筑材料有限公司	","91130525096741224H	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","隆尧县亚旭制砖厂	","911305255968148807	","9.657000	","37.463000	","29.902000	",2023,7
"新型建材	","隆尧县占召制砖厂（普通合伙）	","911305250872529128	","0.000000	","0.000000	","0.000000	",2023,7
"石灰和石膏制造	","内丘县明磊石灰厂	","911305235809747597	","1.285450	","1.074644	","260.778531	",2023,7
"其他具体行业	","南宫市聚纯炭素有限公司	","91130581056508428J	","0.512000	","5.450000	","4.332000	",2023,7
"其他服务类	","南宫市联森热力有限公司	","91130581MA09WU9X9X	","0.000000	","0.000000	","0.000000	",2023,7
"新型建材	","南和县长恒建材有限公司	","91130527566184304R	","19.080000	","91.095129	","367.390412	",2023,7
"玻璃	","南和县长红玻璃有限公司	","91130527795485485G	","85.295000	","133.430000	","2543.740000	",2023,7
"新型建材	","南和县顺发建材有限公司	","911305273296582112	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","宁晋县峰永建筑材料有限公司	","91130528347679358E	","0.000000	","0.000000	","0.000000	",2023,7
"生活垃圾焚烧	","宁晋县嘉伟环保科技有限公司	","91130528MA0E6DXD45	","133.471000	","655.581000	","1650.682000	",2023,7
"新型建材	","宁晋县佑良建筑材料有限公司	","911305283363328778	","28.261000	","51.492000	","978.680000	",2023,7
"其他具体行业	","宁晋县元帮热力有限公司	","91130528MA08DKFC3K	","0.000000	","0.000000	","0.000000	",2023,7
"新型建材	","平乡县百盛新型建材有限公司	","91130532336288562Y	","36.031300	","431.534800	","711.935600	",2023,7
"新型建材	","平乡县鼎旺建筑材料厂	","91130532MA07TMTJ1B	","19.872000	","113.853110	","240.997700	",2023,7
"新型建材	","平乡县工盛新型材料有限公司	","91130532347726070M	","31.019000	","90.589823	","1022.622153	",2023,7
"新型建材	","平乡县金通新型建筑材料有限公司	","91130532MA07PA7P6D	","71.141000	","57.273004	","1567.048728	",2023,7
"新型建材	","平乡县磊鑫新型建材有限公司	","91130532336355016F	","34.053000	","326.033721	","939.002785	",2023,7
"新型建材	","平乡县岭东新型建材有限公司	","911305323585243004	","19.320000	","419.173346	","803.696301	",2023,7
"橡胶	","平乡县仕畅橡胶制品有限公司	","91130532MA0D4FEF34	","7.719074	","0.000000	","0.000000	",2023,7
"其他具体行业	","清河县万顺热力供应有限公司	","91130534MA07KU9W3D	","13.229857	","6.201320	","83.430618	",2023,7
"新型建材	","清河县永正新型建材厂	","92130534MA08MX8B5R	","34.589000	","254.948000	","67.266000	",2023,7
"新型建材	","任县大宋乡机制砖厂	","91130526107442191N	","26.149400	","74.011800	","548.658800	",2023,7
"新型建材	","任县冯村砖厂	","92130526MA0AEJPW5D	","21.214300	","107.924300	","266.585200	",2023,7
"新型建材	","任县龙发空心砖生产有限公司	","91130526058179760R	","10.190000	","21.330000	","11.830000	",2023,7
"生活垃圾焚烧	","沙河海创环保科技有限责任公司	","91130582MA0E03PJ2H	","441.150400	","551.154500	","7151.491200	",2023,7
"玻璃	","沙河市安全实业有限公司	","9113058272879435X3	","1107.290200	","806.061500	","7368.062500	",2023,7
"玻璃	","沙河市长城玻璃有限公司	","91130582789805526T	","563.961000	","237.381000	","6272.692000	",2023,7
"玻璃	","沙河市鸿昇玻璃有限公司	","911305827603268207	","82.799500	","433.324000	","1782.072000	",2023,7
"玻璃	","沙河市金茂压花玻璃厂高村线	","911305825782327054	","14.006840	","67.014000	","149.041000	",2023,7
"新型建材	","沙河市润龙建材有限公司	","91130582MA07UFPP19	","117.323700	","595.430000	","1125.787000	",2023,7
"水泥	","沙河市双基水泥有限公司	","91130582692070893J	","299.757000	","159.860000	","3868.262000	",2023,7
"玻璃	","沙河市四环玻璃有限公司	","91130582760303661X	","27.781800	","43.002400	","109.390600	",2023,7
"化工	","沙河市永福糠醛厂	","91130582732896244W	","22.486800	","39.574000	","121.421000	",2023,7
"其他具体行业	","沙河市永固建材有限责任公司	","91130582308105247Q	","50.689000	","264.629000	","1392.747000	",2023,7
"玻璃	","沙河市正鑫玻璃有限公司	","91130582566187011T	","63.028200	","88.689700	","132.801900	",2023,7
"其他具体行业	","沙河市中建新型建材有限公司	","91130582MA07M05H4B	","43.513000	","650.477000	","1174.649000	",2023,7
"橡胶	","威县昊源橡塑制品有限公司	","91130533582409614T	","36.812000	","0.000000	","0.000000	",2023,7
"新型建材	","威县庆升建材加工厂	","92130533MA081Q625P	","72.252000	","355.171000	","905.290000	",2023,7
"生活垃圾焚烧	","威县深能环保有限公司	","91130533MA0DQ22B9R	","330.657000	","3770.426000	","6023.210200	",2023,7
"新型建材	","威县奕臻建筑材料有限公司	","91130533MA07NAYTX1	","48.030000	","1553.360000	","1863.124000	",2023,7
"其他具体行业	","邢台德贵纳米材料科技有限公司	","91130521MA07UEDU38	","97.595000	","335.321000	","1193.828000	",2023,7
"钢铁	","邢台钢铁有限责任公司	","91130500105783910L	","5525.770000	","9347.515700	","21580.899800	",2023,7
"火电	","邢台国泰发电有限责任公司	","91130500752441650E	","1501.057300	","16341.768300	","28487.186100	",2023,7
"橡胶	","邢台国运工贸有限公司	","9113052668433326XK	","11.166300	","0.000000	","0.000000	",2023,7
"化工	","邢台恒源化工集团有限公司	","911305007158695947	","0.000000	","0.000000	","0.000000	",2023,7
"造纸及纸制品业	","邢台鸿鑫泰纸业有限公司	","91130501MABLURRB58	","0.000000	","0.000000	","124.863000	",2023,7
"其他具体行业	","邢台嘉泰环保科技有限公司	","9113058134782800X8	","28.488476	","134.566858	","412.841288	",2023,7
"水泥	","邢台建德水泥有限公司	","911305216892502367	","922.000800	","122.371800	","3784.904600	",2023,7
"化工	","邢台金丰能源科技有限公司	","911305237589086297	","287.179700	","1128.957100	","1499.941000	",2023,7
"新型建材	","邢台金牛玻纤有限责任公司	","91130502677360913Y	","15.754460	","73.886800	","75.298200	",2023,7
"其他具体行业	","邢台金沙河面业有限责任公司	","91130527799564308G	","54.987000	","76.659000	","294.796000	",2023,7
"水泥	","邢台金隅冀东水泥有限公司	","911305226992296922	","51.098400	","107.138500	","1778.852000	",2023,7
"水泥	","邢台金隅冀东水泥有限公司牛山分公司	","911305220849570874	","0.000000	","0.000000	","0.000000	",2023,7
"水泥	","邢台金隅咏宁水泥有限公司	","91130582308286885G	","733.184300	","81.094000	","5257.447000	",2023,7
"其他具体行业	","邢台聚隆燃气有限责任公司（隆尧热源站）	","911305000911098953	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","邢台劳特斯新材料科技有限公司	","91130581MA0EDCKP5G	","61.210000	","5.160000	","23.850000	",2023,7
"其他具体行业	","邢台民源纸业有限公司	","91130501MA0E8E888P	","0.000000	","0.000000	","0.000000	",2023,7
"化工	","邢台庆华再生资源利用有限公司	","9113052255909655XK	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","邢台荣鑫热力有限公司	","91130525MA0A32NY2C	","18.061200	","78.863100	","471.903200	",2023,7
"其他具体行业	","邢台市福德纸业有限公司	","91130501MA0EN6693G	","0.000000	","0.000000	","133.583000	",2023,7
"固体废物处理厂	","邢台市嘉德恒信医疗废物处置有限公司	","91130526693493521N	","0.000000	","0.000000	","0.000000	",2023,7
"新型建材	","邢台市金泳新型建材有限公司	","91130501MAC7GBENXR	","78.275414	","390.551079	","557.275604	",2023,7
"化工	","邢台市茂新化工产品有限公司	","911305305909673848	","23.188131	","402.099305	","688.170795	",2023,7
"橡胶	","邢台市双雄橡胶制品有限公司	","91130529561994367K	","1.425000	","0.000000	","0.000000	",2023,7
"其他具体行业	","邢台市新锦纸业有限公司	","91130501MA7N8T409J	","0.000000	","0.000000	","424.565000	",2023,7
"新型建材	","邢台市众源建筑材料有限公司	","91130506MA07MXWR82	","30.644000	","103.836000	","380.700000	",2023,7
"铸造	","邢台曙光轧辊有限公司	","9113050174153056XD	","60.257945	","0.000000	","0.000000	",2023,7
"铸造	","邢台顺企机械有限公司	","91130523050990591T	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","邢台通利光缆材料科技有限公司	","91130521559089640X	","1.425478	","2.476816	","76.066372	",2023,7
"新型建材	","邢台县马河育才煤矸石烧结多孔砖厂	","92130521MA08HJNW7P	","4.707000	","4.232000	","92.834000	",2023,7
"其他具体行业	","邢台县旭东工贸有限责任公司	","911305217777387419	","0.000000	","0.000000	","0.000000	",2023,7
"其他具体行业	","邢台新翔金属材料科技股份有限公司	","911305007651704236	","2.737700	","4.081600	","149.061200	",2023,7
"化工	","邢台旭阳化工有限公司	","91130500092858396H	","77.454000	","908.419000	","2980.570600	",2023,7
"化工	","邢台旭阳煤化工有限公司	","91130500787010754W	","111.023000	","675.201000	","979.588600	",2023,7
"水泥	","邢台中联水泥有限公司	","91130523772796993X	","25.368400	","0.000000	","0.000000	",2023,7
"石灰和石膏制造	","邢台中邱石灰有限责任公司	","91130523560462297H	","0.171000	","2.730104	","34.961794	",2023,7
"橡胶	","优科豪马轮胎工业(邢台)有限公司	","91130500567354539P	","0.000000	","0.000000	","27.283300	",2023,7
"橡胶	","优科豪马轮胎工业（河北）有限公司	","91130500789814078H	","0.000000	","0.000000	","0.000000	",2023,7
"火电	","玉锋实业集团有限公司	","91130528601068705W	","702.442100	","2004.300800	","5773.152800	",2023,7
"铸造	","远大阀门集团有限公司	","91130525721609633G	","7.043000	","0.000000	","0.000000	",2023,7
"铸造	","中钢集团邢台机械轧辊有限公司	","91130500105780461T	","2124.256800	","0.000000	","0.889100	",2023,7
"其他具体行业	","中环寰慧（南宫）节能热力有限公司	","91130581069428451H	","8.127000	","30.857000	","243.085000	",2023,7
"热力生产和供应	","中煤科工邢台清洁能源有限公司	","91130534MA0FE4X40L	","15.452552	","201.427203	","251.680364	",2023,7
"化工	","柏乡君和化工有限公司	","91130524766632810X	","42.121000	","262.877000	","385.315500	",2023,8
"其他具体行业	","柏乡县昌华热力有限公司	","91130524398865687N	","61.200000	","21.787000	","249.442000	",2023,8
"工业园区	","柏乡县晨光热力有限公司	","91130524MA08KUMQ80	","61.282000	","5.614000	","561.596000	",2023,8
"其他具体行业	","柏乡县宏港热力有限公司	","91130524MA08KY3A7X	","13.759000	","45.339500	","503.967600	",2023,8
"生物发电	","柏乡县热华能源科技有限公司	","91130524MA08UFDX19	","59.186000	","27.815000	","451.720000	",2023,8
"新型建材	","柏乡县拥军新型墙体砖制造有限公司	","911305243360021223	","25.793000	","191.308000	","279.091000	",2023,8
"钢铁	","德龙钢铁有限公司	","911305007575188644	","7555.036000	","17471.579000	","55167.982000	",2023,8
"橡胶	","广宗县昌盛橡塑制品厂	","92130531MA08WA9A50	","3.708987	","0.000000	","0.000000	",2023,8
"新型建材	","广宗县广远建材有限公司	","911305313479883884	","0.000000	","0.000000	","0.000000	",2023,8
"橡胶	","广宗县恒升橡胶制品厂	","92130531MA0CX6U3XE	","27.841555	","0.000000	","0.000000	",2023,8
"橡胶	","广宗县吉达橡胶有限公司	","91130531MA07K2NB4Q	","262.764000	","0.000000	","0.000000	",2023,8
"橡胶	","广宗县金海橡胶制品厂	","92130531MA08W9BE8H	","30.543086	","0.000000	","0.000000	",2023,8
"火电	","广宗县金腾热力有限公司	","91130531058191890F	","0.000000	","0.000000	","0.000000	",2023,8
"橡胶	","广宗县盛乾车业有限责任公司	","91130531MA0DWQMN2C	","4.154026	","0.000000	","0.000000	",2023,8
"热力生产和供应	","广宗县万热力达供热有限公司	","911305310982923628	","40.253000	","743.673000	","1006.244000	",2023,8
"橡胶	","广宗县艺康橡塑厂	","91130531M0A93MC249	","3.991992	","0.000000	","0.000000	",2023,8
"火电	","国家电投集团宁晋热电有限公司	","91130528078773783A	","118.906000	","547.127000	","67.799000	",2023,8
"生物发电	","国能南宫生物发电有限公司	","9113058168928142X4	","115.297000	","300.565000	","2315.600000	",2023,8
"生物发电	","国能威县生物发电有限公司	","91130533789843063T	","0.000000	","0.000000	","0.000000	",2023,8
"热力生产和供应	","河北安米诺氨基酸科技有限责任公司清河热力供应处	","91130534MA0DXJ1K09	","5.941472	","7.384649	","79.953249	",2023,8
"电力	","河北崇羌热力有限公司	","91130533570057850D	","0.000000	","0.000000	","0.000000	",2023,8
"玻璃	","河北德金玻璃有限公司	","91130582777729036T	","909.847000	","4187.403000	","11264.549000	",2023,8
"固体废物处理厂	","河北德谦环保科技有限公司	","91130500567357035L	","3.343200	","3.526000	","36.716800	",2023,8
"陶瓷	","河北德尚瓷业有限公司	","91130525575546258E	","3.488000	","66.347000	","115.818000	",2023,8
"玻璃	","河北东兴玻璃有限公司	","91130582782599045W	","35.289600	","87.197300	","618.740700	",2023,8
"橡胶	","河北丰融塑胶制品有限公司	","911305335836369589	","0.000000	","0.000000	","0.000000	",2023,8
"化肥	","河北高盛化肥有限公司	","911305325576968850	","10.590000	","0.000000	","0.000000	",2023,8
"新型建材	","河北和睦建筑材料有限公司	","91130528347646329H	","0.000000	","0.000000	","0.000000	",2023,8
"化工	","河北宏光玻璃材料有限公司	","911305826690505445	","1.454000	","26.218000	","28.340000	",2023,8
"新型建材	","河北宏谦建材有限公司	","91130526347884300C	","1.848000	","9.081000	","66.464000	",2023,8
"新型建材	","河北宏旺桥耐火材料有限公司	","91130522MA07KKP49G	","16.557310	","214.022892	","1036.760402	",2023,8
"其他具体行业	","河北鸿图锌业有限公司	","91130522777748528P	","2.886000	","0.974000	","15.409000	",2023,8
"其他具体行业	","河北鸿源再生资源回收有限公司	","91130535MA09MH5E8J	","3.492900	","1.921900	","24.895300	",2023,8
"橡胶	","河北互为橡胶科技有限公司	","91130529MA0D6CGM6E	","65.370000	","0.000000	","0.000000	",2023,8
"玻璃	","河北冀中新材料有限公司	","91130582MA0DN1UP2N	","35.043560	","32.000290	","1312.713200	",2023,8
"化工	","河北建滔能源发展有限公司	","91130500752420462K	","16.437100	","666.301100	","702.111700	",2023,8
"火电	","河北建投沙河发电有限责任公司	","91130582687024809Y	","4884.874700	","36801.906000	","37284.219000	",2023,8
"火电	","河北健民淀粉糖业有限公司	","911305287415091621	","0.000000	","0.000000	","0.000000	",2023,8
"新型建材	","河北金舵岩棉制品有限公司	","9113052258967738XQ	","0.000000	","0.000000	","0.000000	",2023,8
"新型建材	","河北金冠建材有限公司	","91130527067015848J	","11.900000	","191.705000	","513.694000	",2023,8
"玻璃	","河北金宏阳太阳能科技股份有限公司	","91130500561968599W	","145.620000	","104.102200	","2726.531900	",2023,8
"水泥	","河北金隆水泥集团有限公司	","911305256010575637	","59.133000	","0.000000	","0.000000	",2023,8
"化工	","河北金牛旭阳化工有限公司	","91130521673215778U	","26.371000	","8.993000	","442.467000	",2023,8
"其他具体行业	","河北金沙河面业集团有限责任公司	","911305827009444834	","20.648400	","305.905000	","312.860000	",2023,8
"生活垃圾焚烧	","河北锦宝石循环资源开发集团有限公司	","91130524MA09YJWJ1J	","160.043000	","1406.371000	","5258.539000	",2023,8
"其他具体行业	","河北锦好热力有限公司	","911305240849607026	","0.000000	","0.000000	","0.000000	",2023,8
"化工	","河北九木生物科技有限公司	","91130533073708691M	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北凯山新能源科技有限公司	","911305825689412410	","63.083000	","489.200000	","1185.525000	",2023,8
"化工	","河北康丰木业有限公司	","91130506588190000A	","36.921000	","90.622000	","433.643000	",2023,8
"化工	","河北六合化工有限公司	","91130528336171508M	","0.000000	","58.673000	","0.000000	",2023,8
"化工	","河北茂盛农业科技开发股份有限公司	","91130500757525175J	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北镁神科技股份有限公司	","911305316610547945	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北镁泰镁质材料有限公司	","911305310954895067	","0.088000	","0.004000	","0.500000	",2023,8
"火电	","河北宁纺集团有限责任公司	","911305286014275874	","8.824000	","68.959000	","173.967000	",2023,8
"其他具体行业	","河北宁鸣清洁能源有限公司平乡县分公司	","91130532MAE1B58590	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北商耐新材料科技有限公司	","91130522MA0989PX2C	","18.586000	","515.748000	","867.337000	",2023,8
"化工	","河北深茂新材料科技有限公司	","9113050667030656X9	","83.183500	","160.686900	","522.933900	",2023,8
"化工	","河北省沙河市恒高化工有限公司	","91130582732904638D	","3.392000	","49.668000	","84.017000	",2023,8
"橡胶	","河北泰能鸿森医疗科技有限公司	","91130581054013624U	","37.710000	","30.720000	","434.450000	",2023,8
"其他具体行业	","河北特正达建筑材料有限公司	","91130528MA07K6KX63	","56.504000	","214.376000	","1441.981000	",2023,8
"碳素	","河北翔九石墨股份有限公司	","911305210922986910	","8.180000	","111.983000	","150.344000	",2023,8
"水泥	","河北新盈科创钙业股份有限公司	","91130500MA07K0XU82	","0.000000	","0.000000	","0.000000	",2023,8
"玻璃	","河北鑫利玻璃有限公司	","91130582779196018C	","254.404000	","228.699000	","4361.544000	",2023,8
"新型建材	","河北邢台新兴墙材有限公司	","91130521105914597F	","0.000000	","0.000000	","0.000000	",2023,8
"化工	","河北邢台冶金镁业有限公司	","9113052170078730XT	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北邢州耐火材料有限公司	","91130522788660337M	","0.000000	","0.000000	","0.000000	",2023,8
"橡胶	","河北亿泰橡塑制品有限公司	","91130533060464958D	","0.000000	","0.000000	","0.000000	",2023,8
"橡胶	","河北禹工工程橡胶有限公司	","911305313476928191	","60.307503	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北岳腾热力有限公司分厂	","91130532MA7BXHYE28	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","河北云筒环保科技有限公司	","91130528MA097M8H3K	","2.271500	","5.861000	","105.549000	",2023,8
"玻璃	","河北正大玻璃有限公司	","911305827603270227	","286.080000	","170.504000	","2199.721000	",2023,8
"水泥	","河北中达集团有限责任公司	","911305007006319970	","3.230000	","0.000000	","0.000000	",2023,8
"焦化	","河北中煤旭阳能源有限公司	","9113052175548818XG	","2584.766000	","4060.550000	","5081.822000	",2023,8
"其他具体行业	","河北中仁化肥集团有限公司	","911305285881780959	","269.902000	","0.000000	","0.000000	",2023,8
"固体废物处理厂	","河北中润生态环保有限公司	","91130100760317983E	","0.000000	","0.000000	","0.000000	",2023,8
"化工	","河北卓泰肥业有限公司	","91130523081305171D	","0.000000	","0.000000	","0.000000	",2023,8
"火电	","冀中能源股份有限公司东庞矿矸石热电厂	","91130500766638198R	","29.542100	","71.399000	","742.280100	",2023,8
"火电	","冀中能源股份有限公司章村矿矸石热电厂	","91130582766631359A	","0.000000	","0.000000	","0.000000	",2023,8
"火电	","建投邢台热电有限责任公司	","911305273198198866	","1729.043900	","12771.116600	","17384.386600	",2023,8
"其他服务类	","巨鹿县奥联热力有限公司	","911305293200680982	","0.000000	","0.000000	","0.000000	",2023,8
"其他服务类	","巨鹿县德诚通热力有限公司	","91130529MA07NB6L93	","0.000000	","0.000000	","0.000000	",2023,8
"新型建材	","巨鹿县滏阳新区墙体材料厂	","92130529MA0BQJLC2X	","196.887000	","917.247000	","521.153000	",2023,8
"新型建材	","巨鹿县华筑建材厂	","91130529336011141T	","102.063000	","411.690000	","1868.678000	",2023,8
"生活垃圾焚烧	","巨鹿县聚力环保有限公司	","91130529070826254C	","414.481000	","6607.978600	","16920.226000	",2023,8
"新型建材	","巨鹿县强瑞墙体材料厂	","92130529MA09LDPK8G	","126.846000	","262.375000	","1292.980000	",2023,8
"新型建材	","巨鹿县鑫垚墙体材料厂（普通合伙）	","91130529MA07MK2W21	","0.000000	","0.000000	","0.000000	",2023,8
"橡胶	","巨鹿县卓利程橡胶制品有限公司	","91130529087276981J	","20.475350	","0.000000	","0.000000	",2023,8
"其他具体行业	","卡博特旭阳化工（邢台）有限公司	","91130500576771211U	","213.184120	","1056.404600	","2063.331300	",2023,8
"水泥	","奎山水泥有限公司	","911305256958719443	","119.450033	","259.361000	","770.934000	",2023,8
"其他具体行业	","临城东能热力有限公司	","91130522308458560D	","1.218000	","15.094000	","89.759000	",2023,8
"其他具体行业	","临城科信耐材有限公司	","9113052268139215XP	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","临城县圣火耐火材料有限公司	","91130522694698094G	","2.763000	","41.120000	","93.697000	",2023,8
"建筑及工业物料堆场	","临城县信友耐火材料有限公司	","91130522MA07TDXG8N	","3.154500	","200.161000	","825.398000	",2023,8
"水泥	","临城中联福石水泥有限公司	","911305226010809233	","118.481600	","109.557600	","855.804500	",2023,8
"水泥	","临城中联水泥有限公司	","91130522766646665Y	","0.000000	","0.000000	","0.000000	",2023,8
"电力	","临西县福皓热力有限公司	","91130535308327173T	","10.578000	","6.683000	","716.680000	",2023,8
"其他具体行业	","临西县茂盛建材厂	","91130535MA07R7MP4U	","15.190000	","372.030000	","148.750000	",2023,8
"新型建材	","临西县盛通建材厂	","92130535MA09KM1M0L	","71.050000	","516.470000	","204.980000	",2023,8
"新型建材	","临西县兴安建材厂	","91130535347646986L	","16.570000	","500.510000	","54.790000	",2023,8
"化工	","龙星化工股份有限公司	","91130500769806003D	","1040.820459	","2140.906000	","9822.872200	",2023,8
"火电	","隆尧天唯热电有限公司	","91130525758926624M	","97.430400	","1285.157500	","1835.825300	",2023,8
"新型建材	","隆尧县盛昌制砖厂	","91130525077487793N	","0.033700	","0.433500	","0.204500	",2023,8
"新型建材	","隆尧县兴瑞建筑材料有限公司	","91130525096741224H	","0.000000	","0.000000	","0.000000	",2023,8
"其他具体行业	","隆尧县亚旭制砖厂	","911305255968148807	","18.987000	","120.669000	","94.746000	",2023,8
"新型建材	","隆尧县占召制砖厂（普通合伙）	","911305250872529128	","0.000000	","0.000000	","0.000000	",2023,8
"石灰和石膏制造	","内丘县明磊石灰厂	","911305235809747597	","0.220000	","0.236301	","53.183432	",2023,8
"其他具体行业	","南宫市聚纯炭素有限公司	","91130581056508428J	","0.280000	","5.808000	","3.435000	",2023,8
"其他服务类	","南宫市联森热力有限公司	","91130581MA09WU9X9X	","0.000000	","0.000000	","0.000000	",2023,8
"新型建材	","南和县长恒建材有限公司	","91130527566184304R	","21.322000	","128.109532	","708.675410	",2023,8
"玻璃	","南和县长红玻璃有限公司	","91130527795485485G	","16.047000	","85.353000	","363.360000	",2023,8
